,id_client,amount,total_purchase,recency
13074,46885650625,3,0.0,1500
13075,4688602669,1,14320.0,419
13076,46889965353,1,0.0,2074
13077,4689449660,1,0.0,996
13078,46896589000,1,4500.0,1324
13079,4689669600,1,25254.29,1997
13080,46898656A2,1,20900.0,888
13081,4689983909,1,0.0,720
13082,468A2bb5843,1,36480.0,84
13083,468A9546b5,1,2500.0,427
13084,468b863922,1,30072.0,614
13085,468b8659b6,1,30072.0,622
13086,469094b899A,2,0.0,593
13087,4690A05A549,1,20900.0,821
13088,4690A4A9830,1,13566.0,567
13089,4690b8b44A5,1,0.0,639
13090,4690b998220,1,450.0,399
13091,4692065A92,1,0.0,1934
13092,46923204860,1,35682.16,523
13093,469302A3500,2,9933.33,1329
13094,46930Ab2804,1,0.0,1738
13095,469436A5890,1,0.0,233
13096,4694389A65,1,0.0,1148
13097,46953906634,1,20900.0,545
13098,4695538989,1,0.0,1498
13099,469826568A0,1,0.0,932
13100,46988528890,1,23900.0,104
13101,469895938A4,1,0.0,933
13102,46990463A2,1,0.0,1640
13103,4699846A8A0,1,42656.0,85
13104,469992A3A,1,0.0,1412
13105,469A03b446,1,4950.0,1065
13106,469A66b9620,5,52910.17,679
13107,469A82A9880,1,0.0,475
13108,469A8329049,1,0.0,952
13109,469AbAA03,1,0.0,1933
13110,469b3238823,1,6200.0,245
13111,469b9b60025,1,0.0,173
13112,46A0009625,1,0.0,504
13113,46A059240A,1,14285.71,1569
13114,46A24080630,1,0.0,1371
13115,46A306403A5,5,15917.5,589
13116,46A3346A69A,1,0.0,1800
13117,46A35A8b09,1,0.0,1533
13118,46A392062,1,0.0,1080
13119,46A42584334,2,13625.6,232
13120,46A4bA3963,1,0.0,1720
13121,46A503b4300,1,38900.0,1561
13122,46A5390bA8,1,0.0,2093
13123,46A596300,1,0.0,642
13124,46A5A83925,1,0.0,1086
13125,46A5b36A00,2,0.0,1329
13126,46A6253A88,1,0.0,1804
13127,46A885AA55,1,0.0,1535
13128,46A9292362,1,6498.0,167
13129,46A9339342,1,35982.0,727
13130,46A968b626,1,38100.0,2047
13131,46AA554A98,1,0.0,1216
13132,46AA9989838,2,0.0,79
13133,46Ab233A05,1,39000.0,1744
13134,46Ab966609,1,4500.0,532
13135,46b00299A6,1,0.0,909
13136,46b002A93A,1,0.0,909
13137,46b0304992,1,15215.0,121
13138,46b0564A29,2,0.0,973
13139,46b068bA23,1,21840.5,707
13140,46b0A44693,1,5865.0,76
13141,46b242A589b,1,0.0,539
13142,46b298A0025,1,0.0,1736
13143,46b33A6bAA5,1,0.0,1694
13144,46b3434463,1,0.0,1156
13145,46b3899A99A,2,30400.0,775
13146,46b3b650A04,1,0.0,2077
13147,46b4044A03,2,0.0,415
13148,46b4602645,1,0.0,994
13149,46b46bA965,1,0.0,271
13150,46b4b95A84,1,0.0,880
13151,46b5342680,2,32000.0,143
13152,46b56A60893,1,0.0,882
13153,46b65964568,1,0.0,1650
13154,46b660A4920,1,7110.0,805
13155,46b6886640,1,3900.0,1504
13156,46b688b4A8b,1,0.0,561
13157,46b68955A8b,2,20900.0,835
13158,46b69005AA5,1,0.0,1700
13159,46b6A224896,1,35682.15,664
13160,46b8232940,1,17300.0,190
13161,46b82940A59,1,0.0,1336
13162,46b882A93b,1,0.0,1497
13163,46b9680555,1,0.0,1503
13164,46b999A55,1,4575.0,1008
13165,46b9A9A4068,1,0.0,195
13166,46bb3606004,1,9265.0,827
13167,46bb596859,1,66896.0,1085
13168,46bb883bA8b,1,33583.2,405
13169,46bb953AA20,1,0.0,1890
13170,480038325,1,19450.0,1541
13171,48004594A9,1,0.0,1444
13172,48004A6086b,1,0.0,573
13173,48006343A8b,2,23275.0,23
13174,48006564949,2,23193.0,1706
13175,4800949696,2,0.0,238
13176,480249385A,2,57565.0,204
13177,4802603622,1,0.0,1484
13178,48029343949,5,31721.67,527
13179,4803040923,2,0.0,1911
13180,48033209852,1,0.0,190
13181,48033642300,3,125349.0,99
13182,480362933A5,1,37181.4,1084
13183,48036bA4353,3,112380.05,2050
13184,4803A553A3,1,0.0,1757
13185,4803b222004,1,0.0,219
13186,480404b4b6,1,37981.0,740
13187,48043bb069b,1,0.0,1731
13188,4805220490,1,0.0,1080
13189,480623b5668,1,16110.0,1828
13190,4806354554,1,17096.44,1183
13191,48063bAA3,1,6030.0,996
13192,4806908983,1,0.0,1624
13193,4806A4840b2,1,5500.0,1958
13194,4808306654,1,0.0,1653
13195,4808846683,2,11480.0,517
13196,4808965A860,1,0.0,533
13197,480899A50,1,4500.0,910
13198,4808b35A48b,1,19855.0,526
13199,4808b66A9A5,3,2900.0,1681
13200,480982449b,1,15000.0,1427
13201,480A33b430,1,0.0,915
13202,480A4bb0A,1,0.0,1738
13203,480b309AA0,1,0.0,44
13204,480b48020,1,4702.5,132
13205,480b549936,1,0.0,322
13206,480b926039b,1,0.0,952
13207,48206008500,2,3850.0,1813
13208,48208226b5,1,0.0,1738
13209,4820b985A00,1,2600.0,1479
13210,4822594858,2,0.0,793
13211,482286646b2,1,0.0,1997
13212,48230332649,1,0.0,834
13213,482355b58Ab,1,0.0,946
13214,482399b9A3,1,0.0,1374
13215,4823bA409A5,7,0.0,149
13216,4824333bAb2,2,12500.0,464
13217,48245496634,1,20900.0,1449
13218,482463b59b,1,0.0,421
13219,48253669020,3,22200.0,103
13220,4826409958,1,0.0,1370
13221,4826A0b3823,1,0.0,1471
13222,4828493bA9,1,0.0,79
13223,48288b99,1,0.0,869
13224,48290300620,2,0.0,1478
13225,48292869b0,1,41979.0,491
13226,48294A4A38,1,14320.0,204
13227,482AA45928,1,24500.0,286
13228,482AA54404,1,39590.1,48
13229,482b065462,1,0.0,615
13230,482b3AA684,1,19855.0,723
13231,482b6294bA5,1,6500.0,2085
13232,482b822930,1,0.0,714
13233,482b8A56824,1,0.0,454
13234,482b92bb3A5,1,4828.5,83
13235,482bbA5343,1,38900.0,1588
13236,483235352b2,1,0.0,2030
13237,4832403389,1,0.0,1708
13238,4832544446,1,0.0,1245
13239,48326062A20,1,0.0,946
13240,4832bb0A0A,1,43978.0,425
13241,4833323800,1,0.0,1325
13242,48333b234b,1,31984.0,675
13243,483368A9860,1,0.0,196
13244,48339458b8b,1,0.0,76
13245,4834022650,1,14320.0,537
13246,4834994AA20,1,12700.0,246
13247,4835A68b39A,1,21000.0,1723
13248,4836539A88,1,0.0,1518
13249,48366838668,2,0.0,1485
13250,483839094b,2,39980.0,252
13251,48388bb5b9,1,28720.0,72
13252,4838A829A0,1,0.0,620
13253,4839523380,1,39980.0,1156
13254,4839b53385,1,29800.0,1554
13255,484025090A,1,19855.0,950
13256,4840A6A305,4,38100.0,1869
13257,48423b936b2,2,18810.0,513
13258,48425206634,1,0.0,28
13259,4842556b653,1,25096.5,1140
13260,48426A48620,2,0.0,1486
13261,4842b055A53,1,30448.27,82
13262,4842b20980,2,30920.0,1090
13263,4842b30862,1,0.0,157
13264,4842b86AA68,1,6300.0,1546
13265,4843885924,1,0.0,131
13266,484444A3A,1,38100.0,2049
13267,4844528238b,1,0.0,287
13268,484480839b,1,0.0,71
13269,484542A4b04,1,16500.0,1546
13270,48459b2646,1,0.0,948
13271,48464058349,1,5865.0,505
13272,4846b3394b,1,0.0,963
13273,48489Ab4920,2,0.0,1701
13274,48492526A3,1,0.0,1731
13275,4849640893,4,59521.75,380
13276,484965b583b,1,37390.65,491
13277,484998692b,1,0.0,526
13278,484AA93AAA,2,0.0,1738
13279,484b049403,1,0.0,1176
13280,484b24b892,3,2600.0,282
13281,484b832AA6,2,0.0,310
13282,484bb22523,1,0.0,306
13283,485006b409A,2,64000.0,114
13284,48508bb2653,1,0.0,40
13285,4850AA586A5,1,0.0,468
13286,48522A35bb,1,39980.0,1135
13287,485244268A,1,0.0,42
13288,485269A983,1,31951.5,539
13289,48530085353,2,26150.0,181
13290,48530b6859,1,4160.0,1106
13291,48536288353,1,0.0,245
13292,4853809864,1,0.0,152
13293,48539996634,1,0.0,1001
13294,4853bb9930,2,39980.0,448
13295,4854009950,1,0.0,992
13296,485422b5A6,1,0.0,86
13297,4854362480,1,22050.0,232
13298,485464969,1,0.0,1916
13299,4855802808b,3,38900.0,530
13300,485646b2200,2,0.0,643
13301,48566A52620,2,10459.5,1654
13302,4856909A85,1,4500.0,775
13303,4856990608,1,39980.0,1136
13304,4856A84946,2,21250.0,876
13305,485886b9604,1,0.0,292
13306,4858b04882A,1,0.0,191
13307,48594628A53,1,0.0,1147
13308,485954699b,1,0.0,1386
13309,485A020309,1,0.0,2100
13310,485A22A46,1,0.0,1148
13311,485A22b33b2,2,19990.0,532
13312,485A320086b,1,0.0,1166
13313,485A8028892,1,31440.0,71
13314,485A8930600,5,43490.0,79
13315,485AAAb4850,1,4160.0,1106
13316,485AbbbA40,1,0.0,1686
13317,485b68A60,1,0.0,964
13318,485bA903AA5,1,0.0,461
13319,48600A38833,1,0.0,1008
13320,4860362586b,2,0.0,499
13321,486245A9268,1,0.0,2002
13322,4862A85428b,1,0.0,1827
13323,4862A9A9249,2,0.0,1680
13324,48636290368,1,0.0,2030
13325,486394948,1,0.0,27
13326,4863A23302,1,7220.0,126
13327,4864963Abb,1,29095.5,583
13328,4864A35940,1,38100.0,2008
13329,4864b829034,7,59925.0,1937
13330,48650633900,1,19855.0,525
13331,48660b498A2,1,0.0,870
13332,486626584A5,1,39980.0,1093
13333,486635902,1,0.0,777
13334,4866426829,3,121548.0,1192
13335,4866435968b,2,3847.5,411
13336,48664Ab9A9,1,0.0,1380
13337,4868b93306,1,39980.0,1055
13338,4869859629,3,5850.0,1569
13339,48699454449,1,39980.0,877
13340,4869AA66bb,1,0.0,1962
13341,486A34b9634,2,2975.0,1785
13342,486A63695b,2,0.0,582
13343,486AA6b0604,1,0.0,777
13344,486b2980930,1,7110.0,769
13345,486b449490,1,0.0,972
13346,486b568b400,2,40955.0,1584
13347,486b584940,1,27063.0,310
13348,486b6969A9A,1,0.0,1976
13349,486b909b69A,1,0.0,1721
13350,486b9b4b300,1,5865.0,506
13351,486bb25358,1,0.0,2100
13352,48803b5900,1,38100.0,1982
13353,4880580406,1,0.0,1755
13354,4880925586,1,5490.0,684
13355,48809A292A,1,0.0,1710
13356,4880b98A00,3,19155.0,1567
13357,48823486b5,1,0.0,883
13358,48826553653,1,0.0,513
13359,48828638bA,1,0.0,306
13360,4882893436,1,0.0,244
13361,48840339A4,1,0.0,583
13362,48843b3502,1,11970.0,842
13363,48844454653,1,4702.5,13
13364,488450b8604,1,0.0,2038
13365,4884A05923,1,24800.0,14
13366,4885b0AA55,2,0.0,433
13367,48869538249,1,42764.28,1101
13368,4888053A620,1,0.0,1723
13369,4888255806,4,22960.0,67
13370,4889462AA20,1,0.0,1679
13371,48899b04A04,1,14700.0,2023
13372,4889b66340,1,14616.0,895
13373,488A045806,1,0.0,1510
13374,488A082b600,1,0.0,2065
13375,488A358855,1,30072.0,499
13376,488A4bA660,1,0.0,814
13377,488A6A9A953,2,16350.0,1528
13378,488b00A32,1,14320.0,484
13379,488b5368600,2,85146.05,1975
13380,488b65338bb,1,0.0,952
13381,488b885954,1,4100.0,1398
13382,4892A44444,1,0.0,198
13383,48930bAb5,1,0.0,2092
13384,48935905A,1,0.0,2052
13385,48936642bA5,1,18810.0,622
13386,4893936A66,1,0.0,737
13387,489406b42,1,0.0,59
13388,48940859Ab,1,34290.0,1927
13389,48943355068,1,0.0,1976
13390,4894385A634,1,10965.0,210
13391,489456Ab2b2,1,37718.09,117
13392,489528696b2,1,0.0,14
13393,48952AAb620,1,24500.0,89
13394,48955809b,1,35191.2,9
13395,48959066bA,1,0.0,1497
13396,48960268A,1,0.0,1875
13397,4898264468b,1,0.0,776
13398,4898Ab29b0,1,0.0,1912
13399,4898b62A82,1,0.0,147
13400,4898b6b90b,1,0.0,721
13401,48999423620,1,0.0,520
13402,4899b63328b,1,0.0,1569
13403,489A8b0486,5,1450.0,800
13404,489b2b5490,1,27600.0,231
13405,489b86A462,1,4600.0,1646
13406,489bb52922,2,41979.0,504
13407,48A0229963,1,0.0,1756
13408,48A2344549,1,7020.0,811
13409,48A2A30905,1,0.0,2081
13410,48A30A92349,1,0.0,1601
13411,48A3425836,2,34810.0,259
13412,48A3A24399,1,0.0,1514
13413,48A42832A,1,0.0,1743
13414,48A43804A00,1,0.0,1108
13415,48A444b9653,6,180002.25,988
13416,48A463A08A8,2,0.0,316
13417,48A49489A34,1,8720.0,911
13418,48A52A539A5,1,0.0,286
13419,48A5393443,1,4200.0,1986
13420,48A53b9459,1,0.0,1217
13421,48A626A25b2,1,0.0,247
13422,48A6844929,1,0.0,777
13423,48A6A9933,1,0.0,621
13424,48A6A9b630,1,0.0,630
13425,48A905b84b2,1,0.0,1372
13426,48A9Ab0392,1,6900.0,506
13427,48AA06A9bb,1,38100.0,1888
13428,48AA50530A5,1,24500.0,64
13429,48AA836553,2,5900.0,1563
13430,48Ab03b99b,1,0.0,527
13431,48Ab398A59,1,0.0,1321
13432,48Ab493658,1,0.0,1465
13433,48Ab56230b,1,0.0,1421
13434,48Ab8bAA800,1,0.0,413
13435,48Abb4A5034,2,17100.0,828
13436,48b0342952,1,0.0,620
13437,48b04AA3853,1,0.0,712
13438,48b0889560,1,0.0,1213
13439,48b090A44b,1,39980.0,1108
13440,48b09A990b,1,7110.0,806
13441,48b2824423,1,0.0,321
13442,48b28A4460,3,16900.0,193
13443,48b3380A46,1,0.0,982
13444,48b383834b,1,31120.0,1671
13445,48b469A668b,4,102775.44,532
13446,48b492A6A2,1,0.0,2077
13447,48b499905,1,0.0,903
13448,48b500266A5,5,11480.0,365
13449,48b52b9922,1,38100.0,2061
13450,48b5925239A,1,14155.0,1853
13451,48b9bA36A9,1,10833.43,1570
13452,48bA00b944,1,0.0,964
13453,48bA083888,1,0.0,2057
13454,48bA5b940,2,0.0,873
13455,48bA682A6A,1,0.0,560
13456,48bAA9436A,1,0.0,201
13457,48bb3A8593,1,0.0,1500
13458,48bb584986,1,0.0,273
13459,48bb886303,1,0.0,987
13460,4900528668b,2,20900.0,646
13461,4900A8A900,1,0.0,911
13462,4900b890549,1,0.0,2037
13463,49023A4460,1,0.0,252
13464,4902b6032,1,0.0,203
13465,4903425AA8b,1,0.0,22
13466,49035266A53,1,4400.0,1430
13467,4903b943A8b,1,17900.0,1809
13468,4904495659,1,0.0,243
13469,49044A696A,1,38900.0,1622
13470,4905439442,1,0.0,1728
13471,4905459bA,1,0.0,337
13472,49056930044,5,0.0,525
13473,49058956A8,3,34386.2,103
13474,49062204600,1,0.0,1934
13475,4906684A06,1,0.0,1500
13476,4906A50900,1,0.0,274
13477,4909Abb8b68,1,0.0,814
13478,490A83AA5A,1,0.0,952
13479,490b3028,1,0.0,976
13480,490b438460,1,39980.0,1161
13481,490b4b0A850,1,0.0,561
13482,490b993960,1,0.0,114
13483,490bb03988,1,39980.0,898
13484,4920254954,1,0.0,708
13485,4920256493,1,0.0,125
13486,492035924A5,1,4828.5,231
13487,4920365438,1,0.0,2057
13488,492038866b2,2,20900.0,964
13489,4920582960,1,0.0,1022
13490,492094b640,1,0.0,1668
13491,49222654b3,2,6100.0,491
13492,4922b624856,1,0.0,265
13493,49233246A9A,1,23275.0,1
13494,492342A8868,3,11417.0,1547
13495,492344A259A,1,0.0,2036
13496,49248A040A,1,30072.0,567
13497,492492583b2,1,6210.0,518
13498,4924b80839A,1,34232.0,1631
13499,492505b48,1,15900.0,1632
13500,4926228939A,1,0.0,1132
13501,4928b86688,2,40100.0,204
13502,4929455600,1,7800.0,2085
13503,492A242488,1,0.0,561
13504,492A853444,1,35982.0,888
13505,49308244A9,1,0.0,607
13506,4932464444,1,41979.0,174
13507,493288b6bA,1,0.0,1919
13508,49329bb409A,1,0.0,288
13509,4932bA5625,3,47696.76,178
13510,4934043926,1,0.0,1752
13511,49343589A9,1,41979.0,533
13512,4934A308A,1,4500.0,590
13513,4935A26A6b,1,31951.5,604
13514,493633954b2,1,0.0,1177
13515,4936849995,1,0.0,873
13516,49368958653,1,0.0,709
13517,4936A384368,1,0.0,275
13518,4936A546449,2,3200.0,1218
13519,4936bb0205,1,0.0,274
13520,493844902,2,41979.0,505
13521,4938560b049,1,5500.0,1917
13522,4938A0595,1,0.0,1412
13523,4938b480020,1,0.0,1112
13524,4938b59284b,1,0.0,1474
13525,49392b60663,3,20900.0,341
13526,49395009bb2,1,0.0,1742
13527,4939A8959b2,1,16110.0,1062
13528,493A052630,1,0.0,84
13529,493A2090Ab8,1,13356.0,232
13530,493A4bA8AA5,1,14440.0,1666
13531,493A6b96253,3,46139.0,522
13532,493A890Ab2,4,0.0,352
13533,493b2620840,1,0.0,562
13534,493bb655A53,1,0.0,1946
13535,4942498AA2,5,0.0,211
13536,49425298b5,1,0.0,840
13537,4942663334,1,0.0,1899
13538,49429A59968,1,20900.0,1378
13539,494300A9A2,1,38900.0,1499
13540,49433A059A5,1,0.0,909
13541,494353b0063,1,17900.0,198
13542,4943A242A68,1,0.0,1556
13543,494422963A,1,0.0,2038
13544,494422b930,1,0.0,573
13545,49443364620,1,0.0,407
13546,494434A393,1,5355.0,49
13547,494506A483,1,0.0,1395
13548,49453602353,1,0.0,274
13549,49460AA6b6,3,60660.0,962
13550,4946495428,1,0.0,41
13551,49464A4A00,1,0.0,246
13552,49468bb46,1,0.0,1693
13553,4946b638649,5,49658.33,1562
13554,494825A623,1,33549.5,357
13555,49483bb643,2,0.0,526
13556,49486268b20,1,0.0,19
13557,494863b3604,2,10900.0,961
13558,4948800A80A,1,0.0,1105
13559,494A08b623,1,0.0,461
13560,494A264b620,2,27800.0,391
13561,494A2b0A69A,3,12648.96,91
13562,494A2b295A,1,6900.0,298
13563,494A2b3923,1,0.0,952
13564,494A60650b2,1,0.0,226
13565,494A62AA23,1,0.0,408
13566,494A6b6459,1,0.0,1016
13567,494AA06946,1,38900.0,1512
13568,494Abb9428,1,37346.0,1724
13569,494b0004A4,1,0.0,1504
13570,494b4b6338,1,0.0,292
13571,494b953969A,7,73317.83,118
13572,494bAb0689,1,0.0,993
13573,4950A53854,1,0.0,1077
13574,4952234509,1,0.0,421
13575,4952A6A60,1,0.0,584
13576,49533924004,1,31984.0,846
13577,49539043b0,1,0.0,1132
13578,4954285828,1,4554.0,44
13579,4954824630,1,0.0,160
13580,495499956A5,1,4752.0,51
13581,495542bAb,1,0.0,1997
13582,495560A0653,1,4235.0,188
13583,4956054920,1,0.0,982
13584,4956209983,1,0.0,926
13585,495635642,1,0.0,555
13586,495664A9b4,1,0.0,1500
13587,495688b620,1,6900.0,83
13588,49580680663,1,5490.0,919
13589,49580868468,1,0.0,643
13590,49582089Ab2,1,0.0,2001
13591,49586920A,1,0.0,778
13592,49598694A,1,3600.0,1526
13593,4959996A02,1,0.0,232
13594,495A356902,2,58112.83,432
13595,495A892863,2,18245.0,1983
13596,495A9b8A56,1,35182.4,429
13597,495b6445353,1,0.0,555
13598,49602838825,1,0.0,190
13599,4962Ab9Ab9,1,5900.0,1468
13600,49636263A4,3,6200.0,1587
13601,4963AA0A8,1,5900.0,1567
13602,4964466A6b2,3,10450.0,135
13603,4964563308b,1,0.0,951
13604,496466A3349,1,0.0,646
13605,49648b3960,1,20900.0,335
13606,4965366808,2,16500.0,1532
13607,4965bA86900,1,0.0,436
13608,4966b6A646,1,0.0,1827
13609,4968044305,1,0.0,2098
13610,496893A492,1,13566.0,456
13611,4968A86606,1,0.0,1156
13612,4968b840b49,1,2800.0,362
13613,49690AA923,1,0.0,882
13614,4969395640,1,32999.0,71
13615,49693b9602,1,0.0,1780
13616,4969636605,1,0.0,275
13617,4969683A668,1,0.0,461
13618,496A88224,1,0.0,296
13619,496Ab206668,1,0.0,1913
13620,496b206A404,1,24500.0,48
13621,496b6A64020,1,0.0,1965
13622,496b6bAb8,1,0.0,583
13623,498069290b,1,22300.3,693
13624,4980A86408b,1,20900.0,1170
13625,4984b0239b2,1,0.0,393
13626,49850359803,1,0.0,938
13627,49850b5A32,1,26180.0,224
13628,498543056,2,0.0,1717
13629,49866249034,1,0.0,505
13630,49882A39,1,0.0,1659
13631,4988A02b5,1,0.0,1156
13632,49892A85668,1,12825.0,124
13633,49893092,1,4850.0,231
13634,4989653335,1,12000.0,890
13635,4989bA96AA,3,0.0,524
13636,498A6A95A0,1,0.0,526
13637,498b982048b,1,0.0,1531
13638,498bA399b9,1,4500.0,966
13639,4990335b6b2,14,18810.0,26
13640,4992025625,1,12825.0,120
13641,49939236A9,1,4675.0,867
13642,49944484A8,1,0.0,910
13643,49950525004,2,0.0,453
13644,4995390b668,1,0.0,1785
13645,49959A909,1,0.0,2073
13646,4995A04A,1,0.0,190
13647,4995b28660,1,0.0,636
13648,499953A6668,4,129452.61,1752
13649,49998023840,1,0.0,946
13650,4999A256Ab2,1,0.0,1745
13651,499A0b398b9,1,0.0,433
13652,499A999b9,1,0.0,278
13653,499b226980,1,17000.0,835
13654,499b5b8A349,1,35682.15,638
13655,499b69589,1,0.0,2038
13656,499b865648,1,0.0,819
13657,499b904805,1,0.0,1818
13658,49A0252AA8,1,15680.0,1780
13659,49A064A955,1,0.0,526
13660,49A06A04649,2,42547.0,1559
13661,49A0836969,1,0.0,76
13662,49A20b0068b,1,0.0,806
13663,49A252455b,1,20900.0,550
13664,49A2539660,1,31433.0,211
13665,49A26369834,1,0.0,2053
13666,49A2A0A08b0,1,0.0,190
13667,49A2b853268,1,11200.0,1733
13668,49A33A953A5,2,38900.0,528
13669,49A3595946,1,4850.0,23
13670,49A3b5654,1,0.0,457
13671,49A3b94639,2,26945.6,280
13672,49A446004A0,4,101884.20999999999,1610
13673,49A452398A9,1,0.0,870
13674,49A5935620,1,0.0,342
13675,49A6486439A,1,0.0,1601
13676,49A64b093A,1,0.0,177
13677,49A69335320,1,5865.0,505
13678,49A6b6699b2,3,0.0,135
13679,49A86035304,1,0.0,1752
13680,49A86b5239A,1,0.0,1749
13681,49A9382685,1,0.0,2039
13682,49AA22A8b9,2,16869.0,1973
13683,49AA2b83668,1,19855.0,1080
13684,49AA853832,1,20900.0,1164
13685,49AA86A85A,1,0.0,1107
13686,49AA949600,1,0.0,644
13687,49AAb408920,1,22050.0,84
13688,49Ab508622,1,0.0,12
13689,49b029642A,1,0.0,1604
13690,49b02A4395,1,0.0,834
13691,49b03b66AA,1,0.0,1804
13692,49b05822468,1,24500.0,63
13693,49b068b960,1,0.0,959
13694,49b206A96,1,0.0,2126
13695,49b23846896,1,0.0,413
13696,49b238A086b,1,0.0,555
13697,49b28bA0836,1,36257.0,127
13698,49b3596426,1,0.0,854
13699,49b383A36,1,0.0,870
13700,49b39034420,1,24500.0,61
13701,49b423b900,1,3240.0,1545
13702,49b435629A5,1,3600.0,1533
13703,49b499b89,1,4575.0,993
13704,49b53932634,2,34100.0,94
13705,49b5A30645,1,29825.0,544
13706,49b5Ab439A5,1,0.0,1381
13707,49b626b26A5,1,7885.0,1884
13708,49b985896A,1,0.0,979
13709,49bA55A4Ab,4,10015.0,232
13710,49bAA49929,1,0.0,911
13711,49bb64A05,1,0.0,560
13712,49bb6848850,1,0.0,190
13713,4A003A0200,1,0.0,1986
13714,4A00444389b,1,33583.2,499
13715,4A004523b34,3,10450.0,134
13716,4A0046A984b,1,0.0,483
13717,4A006229884,1,35682.15,433
13718,4A009A99803,1,0.0,93
13719,4A00A285840,2,0.0,870
13720,4A00A352890,1,0.0,1874
13721,4A00A482832,1,34580.0,1776
13722,4A02059A803,1,35682.15,623
13723,4A022584855,1,0.0,2109
13724,4A0236A4804,1,0.0,1800
13725,4A024A84A53,1,20900.0,1024
13726,4A02649bA9A,1,0.0,1338
13727,4A0268A4855,1,5900.0,1563
13728,4A02b06b808,1,0.0,1611
13729,4A03A85b320,2,11100.0,1819
13730,4A04046590,1,0.0,1843
13731,4A0445bb0A,1,0.0,2017
13732,4A044AAbA0,1,31576.0,562
13733,4A04888b96,1,5605.0,1836
13734,4A0498A6803,3,12050.0,358
13735,4A058280880,1,0.0,944
13736,4A05AA83820,1,0.0,868
13737,4A05b65680A,1,4160.0,1360
13738,4A06462b02,1,7900.0,1694
13739,4A065450A25,1,17900.0,2039
13740,4A069A2929A,1,0.0,1723
13741,4A090305A0,1,0.0,2037
13742,4A090594A,1,4165.0,1507
13743,4A096A9980b,1,0.0,236
13744,4A098366b0,2,20100.0,2051
13745,4A0A0635832,1,0.0,869
13746,4A0A095485b,1,0.0,105
13747,4A0A3A998bA,1,0.0,527
13748,4A0A506655,1,0.0,520
13749,4A0A566984,1,0.0,1791
13750,4A0A56bb860,2,390.0,1830
13751,4A0A5A6b829,1,17996.25,1193
13752,4A0A688A50,1,7900.0,782
13753,4A0A8bA3883,1,17300.0,121
13754,4A0A9202300,1,0.0,1877
13755,4A0b05208b0,1,0.0,992
13756,4A0b5A9b830,1,0.0,483
13757,4A0b9528865,1,0.0,485
13758,4A0bA4298Ab,1,0.0,1079
13759,4A200348A0,1,0.0,1632
13760,4A200bb9bb,2,28435.0,958
13761,4A2028590A,1,0.0,1856
13762,4A205b538A8,1,0.0,650
13763,4A220806b3,1,0.0,980
13764,4A22625920,2,0.0,642
13765,4A2309A300,1,0.0,1002
13766,4A230b0AA68,1,5310.0,1827
13767,4A23235832,1,0.0,1756
13768,4A2329999b,1,0.0,1496
13769,4A234293862,1,0.0,852
13770,4A23553966,1,0.0,929
13771,4A23A58382b,1,0.0,1504
13772,4A24934AA4,1,0.0,1187
13773,4A25454b8b8,1,38900.0,1755
13774,4A25965633,1,0.0,974
13775,4A25b56A634,1,0.0,1890
13776,4A25b5A6b6,1,4882.5,979
13777,4A260225895,1,0.0,946
13778,4A260622894,1,0.0,485
13779,4A2646536b,1,35010.0,1521
13780,4A264A09b0,1,28192.5,831
13781,4A26638A30,1,0.0,2116
13782,4A26844899,1,3600.0,1542
13783,4A2820b900,1,0.0,76
13784,4A283654830,1,0.0,569
13785,4A2845b3885,1,0.0,644
13786,4A288350805,1,29095.5,358
13787,4A28A836A0,1,0.0,596
13788,4A29408500,1,0.0,92
13789,4A296b45b9A,1,0.0,1910
13790,4A29A30AA,1,4365.0,70
13791,4A29b8A48,1,0.0,2036
13792,4A2A5002882,1,0.0,407
13793,4A2A882954,1,0.0,1723
13794,4A2A8b3963,1,0.0,2063
13795,4A2A938330,1,38100.0,2101
13796,4A2b2695883,1,2500.0,1673
13797,4A2b60A3884,1,0.0,156
13798,4A2b959908,1,0.0,1080
13799,4A2bb9960,1,0.0,37
13800,4A3024Ab886,1,0.0,244
13801,4A30822683b,1,0.0,813
13802,4A32038bA8b,1,0.0,2093
13803,4A322380,1,0.0,624
13804,4A325A4625,2,25555.0,1623
13805,4A32A928A49,1,0.0,944
13806,4A3309508A0,1,0.0,1471
13807,4A334bb8809,1,0.0,398
13808,4A3386b9805,1,0.0,114
13809,4A339A8924,4,30500.0,1489
13810,4A33b62908,2,0.0,963
13811,4A343242894,8,19990.0,22
13812,4A34bb665A,3,15099.12,245
13813,4A3522AA3,1,0.0,1395
13814,4A35502b845,1,0.0,489
13815,4A358432805,1,35478.7,1527
13816,4A3608bb304,1,0.0,1122
13817,4A36354495,1,0.0,1547
13818,4A36363A845,1,0.0,274
13819,4A3653A9822,1,0.0,1112
13820,4A366bb08AA,1,0.0,191
13821,4A38225986b,1,30225.0,1406
13822,4A3846A485,1,4600.0,1643
13823,4A39008946,1,0.0,1504
13824,4A392029A2,1,0.0,1195
13825,4A39252936,1,0.0,1744
13826,4A39295660,2,0.0,243
13827,4A3A2223880,1,0.0,554
13828,4A3A3609420,1,0.0,478
13829,4A3A3865850,1,14285.71,1569
13830,4A3A54b93b,2,0.0,79
13831,4A3b8563b0,2,40150.0,1667
13832,4A3b9390b,3,0.0,609
13833,4A409A998A9,2,0.0,34
