,id_client,amount,total_purchase,recency
11464,40A666598A9,1,0.0,1066
11465,40A69923894,1,0.0,121
11466,40A69A86A8,1,0.0,1946
11467,40A6A293b,1,0.0,1736
11468,40A846bA84A,1,0.0,651
11469,40A8605080A,1,0.0,1462
11470,40A8853645,2,76202.0,712
11471,40A893A89A,1,0.0,1626
11472,40A908038,1,4583.33,1960
11473,40A95b568A9,1,0.0,400
11474,40A96b980,1,0.0,2112
11475,40A993bA09,1,4100.0,1509
11476,40AA0834A,1,33983.0,1066
11477,40AA583669A,1,0.0,27
11478,40AA80A5850,1,37346.0,1864
11479,40AA8696866,1,37346.0,1696
11480,40AAb2AA23,1,37981.0,784
11481,40AAb9658A2,1,0.0,175
11482,40AAbA264b,1,0.0,1987
11483,40Ab49A5888,1,4575.0,1099
11484,40Ab5436bb,5,121980.64,1574
11485,40Ab8A0209A,1,4850.0,257
11486,40AbAAA4833,1,0.0,1359
11487,40Abb3b95A,3,16110.0,1637
11488,40b0395938b,1,2050.0,1699
11489,40b05A252b,1,33917.7,1031
11490,40b0b6068b0,1,0.0,581
11491,40b0b6Ab804,1,0.0,582
11492,40b22Ab4845,1,0.0,1020
11493,40b2406A63,2,0.0,581
11494,40b2bAb34b2,1,8720.0,1212
11495,40b3026A86b,1,0.0,1195
11496,40b338594A,1,41979.0,224
11497,40b339A2320,1,9657.0,97
11498,40b34Ab65b,4,0.0,94
11499,40b3883895,1,0.0,1693
11500,40b4065495,1,0.0,1997
11501,40b4099b80b,1,0.0,0
11502,40b40b86865,1,7900.0,803
11503,40b44b598b0,1,6200.0,274
11504,40b463A0838,1,0.0,1122
11505,40b464b605,1,0.0,406
11506,40b53549b0,2,0.0,1687
11507,40b543082,1,0.0,1785
11508,40b549595b,1,0.0,1674
11509,40b5508609,1,0.0,1925
11510,40b5AbA8840,1,0.0,96
11511,40b5b05A880,1,0.0,1477
11512,40b60AA635,1,0.0,813
11513,40b649b43,2,0.0,85
11514,40b665A6A8,1,35420.0,532
11515,40b6A3b8Ab,1,0.0,854
11516,40b6A856846,1,25760.0,866
11517,40b84689A8,1,39980.0,940
11518,40b88A6622,2,0.0,1202
11519,40b8AA4350,1,0.0,1750
11520,40b90b5995,1,38900.0,1577
11521,40b92452895,1,0.0,158
11522,40b94269842,1,24300.0,336
11523,40b956588bb,2,0.0,702
11524,40b9A80b2A5,1,41080.0,1727
11525,40b9A93483b,1,0.0,644
11526,40b9A93688,1,0.0,607
11527,40b9A960838,1,0.0,0
11528,40b9b098895,1,0.0,821
11529,40bA00b6568,1,0.0,319
11530,40bA3558830,1,37346.0,1786
11531,40bA3b5990,1,0.0,1590
11532,40bA8066804,1,0.0,85
11533,40bA96A45b,1,0.0,1604
11534,40bA98bAb,4,62357.0,1546
11535,40bb08b384b,2,0.0,34
11536,40bb0b2638,1,0.0,569
11537,40bb24248b0,1,0.0,407
11538,40bb99628bb,1,0.0,562
11539,40bb9A5b6b2,3,25100.0,2060
11540,40bbA2248A8,1,0.0,742
11541,40bbb254883,1,0.0,778
11542,4200083906,2,10890.0,658
11543,42024b9A22,1,0.0,1974
11544,42030356A9,1,31400.0,1573
11545,420335943,2,0.0,957
11546,420362A933,1,5225.0,1976
11547,4203653894,2,18810.0,237
11548,4204538908,1,0.0,980
11549,420493A2865,1,0.0,1328
11550,4204b46b64,2,12900.0,1672
11551,4205023944,1,5500.0,2100
11552,42055bA283b,1,0.0,523
11553,420569A203,1,0.0,1024
11554,4206005A50,1,31400.0,1590
11555,420605A69,1,38100.0,2031
11556,420626336A,1,0.0,999
11557,4206330A40,1,0.0,547
11558,42064465200,1,4600.0,895
11559,42066b25803,1,4160.0,1359
11560,4206A30A32,1,0.0,246
11561,4206Ab33b,2,2200.0,1582
11562,4206b84680,1,0.0,44
11563,4208263A99,1,0.0,936
11564,42086453850,1,24266.67,1517
11565,420896AA2,1,0.0,561
11566,420899bA843,1,0.0,320
11567,4209060682b,1,37346.0,1864
11568,42092A6283b,1,38100.0,2126
11569,42092A6A865,2,34785.0,531
11570,4209382302,2,0.0,1402
11571,42096506840,1,0.0,526
11572,4209695b850,1,0.0,344
11573,4209b36643,1,0.0,1735
11574,420A033848,6,52969.74,189
11575,420A3563884,1,0.0,390
11576,420A6495553,1,0.0,89
11577,420A923b890,1,37390.65,250
11578,420AA04A848,1,0.0,182
11579,420Ab209856,1,0.0,2009
11580,420b268b829,1,0.0,484
11581,420b4b036,1,0.0,1973
11582,420b9004034,1,43989.0,218
11583,42204933368,1,0.0,2074
11584,42204A949b2,1,39980.0,818
11585,4223898b0A,1,0.0,2080
11586,422424595b,1,0.0,1818
11587,42245A68A,1,0.0,1516
11588,422495408b0,1,0.0,777
11589,4225208A848,1,0.0,475
11590,42255b89b6,1,0.0,422
11591,4226442342,1,0.0,2084
11592,4226586425,1,0.0,2037
11593,42269A26b5,1,0.0,2038
11594,422828A06,1,0.0,562
11595,42284544886,1,0.0,643
11596,42286248bA,1,17900.0,2066
11597,422958bA808,1,0.0,537
11598,4229688385,1,12000.0,890
11599,4229AbA2420,1,0.0,1337
11600,422A0909A04,1,7110.0,780
11601,422A2022b,1,35921.99,450
11602,422A8b6A58,1,0.0,35
11603,422A9A6A25,1,0.0,35
11604,422b4AAb500,1,20900.0,526
11605,423023bb23,1,14750.0,882
11606,4230664486A,1,7500.0,784
11607,42308869852,1,0.0,30
11608,4230A346b3,1,0.0,1119
11609,4230AAb5820,1,0.0,1596
11610,42324964830,3,42318.0,58
11611,4232b56086A,1,0.0,69
11612,4233333308,2,41052.0,434
11613,4233589604,2,0.0,239
11614,4233694b854,1,0.0,880
11615,423383668b5,1,0.0,951
11616,4234322A48,1,0.0,89
11617,423456AA855,2,0.0,293
11618,4234A388,1,0.0,645
11619,4235022806,1,0.0,334
11620,42350549968,1,0.0,1912
11621,4235A5A0A,1,0.0,2009
11622,4236420A4b,1,0.0,1791
11623,42364A3A08,1,0.0,1791
11624,423693b0858,1,25080.0,99
11625,4236A605368,1,0.0,1413
11626,4236b298A49,1,3500.0,1799
11627,42380428832,1,35631.09,223
11628,42380429804,1,35631.09,223
11629,42382686b9,2,0.0,992
11630,42388AbA09,1,0.0,218
11631,4238AA3A28,1,0.0,92
11632,42392992843,1,0.0,411
11633,423939493b2,1,0.0,1731
11634,42394600349,1,5192.0,1507
11635,423962b443,1,0.0,1218
11636,423A529639,1,34290.0,1865
11637,423A66A90A,1,0.0,1912
11638,423A843694,1,0.0,961
11639,423A950A48b,2,5530.0,576
11640,423Abb64820,1,0.0,861
11641,423b223b8b0,2,0.0,516
11642,423b3bA2806,1,0.0,882
11643,423b5663829,1,0.0,938
11644,42422220843,1,0.0,643
11645,42422543855,1,0.0,93
11646,42425590A,1,0.0,2071
11647,4242698bA20,1,0.0,1784
11648,424294290b,1,2465.0,1885
11649,4242A6b440,3,8810.0,1223
11650,4242b90848b,1,39980.0,1211
11651,424332A9A4,1,0.0,1700
11652,4243644500,2,43381.0,981
11653,4243690b0b2,1,0.0,940
11654,42438268204,1,37718.09,62
11655,4243922b56,2,31046.4,964
11656,4244825924,1,2500.0,428
11657,4244bA43400,1,39980.0,1212
11658,424508338b0,1,0.0,875
11659,4245A4A484b,1,5355.0,140
11660,42462649620,9,16351.0,31
11661,4246946389,1,0.0,988
11662,4246A6A659,1,0.0,2109
11663,4246Ab90b8b,1,3673.5,698
11664,4248388880A,1,14320.0,607
11665,4248483688,1,0.0,1583
11666,4248A560833,1,4050.0,478
11667,42492b69534,1,0.0,777
11668,42499A59804,1,0.0,405
11669,4249b5b42,1,0.0,931
11670,424A2253b3,1,0.0,1498
11671,424AA0b842,1,18810.0,1119
11672,424b238329,1,38100.0,2092
11673,424b3666b0,1,0.0,348
11674,424b3922802,1,0.0,1091
11675,424b86838A4,1,27000.0,363
11676,424bA39bb0,1,0.0,235
11677,42503A49b9,2,0.0,327
11678,4250446b869,1,0.0,110
11679,425052836b2,1,4500.0,524
11680,42506AA590,1,0.0,483
11681,42509396854,1,0.0,113
11682,425096A28A6,3,39980.0,621
11683,4250A629825,1,0.0,504
11684,4250AA0893,3,161738.0,1710
11685,4250b30808b,1,4200.0,78
11686,4252208858,2,0.0,102
11687,42524A8909,1,4200.0,1945
11688,42532b6636,1,0.0,622
11689,42533550809,1,24266.67,1517
11690,42533A5b805,2,0.0,568
11691,425353b4803,1,0.0,1195
11692,4253A4b585,1,0.0,357
11693,425400468,1,0.0,952
11694,42540208b20,2,18245.0,1989
11695,4254389469A,1,0.0,294
11696,42544392886,4,0.0,244
11697,42545269b0,2,37980.96,530
11698,4254693605,1,0.0,11
11699,42546AbbbA,1,30940.0,1909
11700,42548894886,1,0.0,292
11701,425496203b2,1,0.0,292
11702,42549A6b600,1,0.0,21
11703,42550009304,1,0.0,166
11704,425500640b,1,0.0,1140
11705,425505b664,1,4720.0,1974
11706,42550998A20,1,0.0,1762
11707,425526803b2,2,38732.0,1526
11708,4255364249,1,0.0,1715
11709,42558934899,1,27600.0,320
11710,42558A560b,1,0.0,1997
11711,4255b6AA832,1,0.0,846
11712,425666b60A,2,21362.65,517
11713,4256b24680,1,0.0,1750
11714,4256b95b820,1,0.0,412
11715,42585244334,1,31984.0,1128
11716,4258b50832,1,20900.0,519
11717,4259320602,2,0.0,23
11718,4259b25343,1,37981.0,992
11719,4259b958809,1,0.0,1517
11720,425A2353bA,1,0.0,868
11721,425A40290A5,1,6000.0,1827
11722,425Ab2A4b,1,0.0,2102
11723,425Abb920b,1,0.0,642
11724,425b4b22000,2,25555.0,496
11725,425b568666,1,0.0,2074
11726,425bb20bA9,1,0.0,1794
11727,42600548A3,1,0.0,272
11728,42604324865,1,0.0,148
11729,42604354349,1,0.0,292
11730,42604b92885,1,0.0,489
11731,4260b426200,1,3752.5,119
11732,42622Ab884,1,0.0,2071
11733,42625A46842,1,0.0,982
11734,42628A993,1,0.0,582
11735,4263340280A,1,28267.6,21
11736,4264040922,1,20000.0,1855
11737,4264205603,1,0.0,5
11738,426439963b2,1,0.0,1367
11739,426543356A5,1,20900.0,1316
11740,42654904504,1,0.0,555
11741,4266045980,1,4100.0,1708
11742,42660A06304,3,15998.0,128
11743,4266220588A,1,0.0,1213
11744,4266b25345,1,39980.0,1405
11745,4268034A88,1,28000.0,1471
11746,42680468A04,2,6000.0,461
11747,4268220640,1,0.0,555
11748,42686A990,1,5490.0,819
11749,4268A456304,1,0.0,1498
11750,4268b52bA49,2,11600.0,1449
11751,42692440544,1,20900.0,874
11752,42693853320,1,0.0,421
11753,42695832826,1,0.0,868
11754,42699355453,1,18810.0,1076
11755,4269b23920,2,14900.0,573
11756,426AA302898,1,33728.0,107
11757,426AA95925,2,0.0,1350
11758,426b0040802,1,0.0,870
11759,426b2A0bA3,1,0.0,623
11760,426b600694,1,0.0,1790
11761,426b652623,1,14320.0,376
11762,428025803A0,17,17010.0,6
11763,4280383b0b2,3,105274.21,820
11764,428039068A3,1,0.0,297
11765,4280b3328b0,1,0.0,877
11766,428200A46A5,1,0.0,1514
11767,428226A08,1,4500.0,401
11768,42822936838,1,37346.0,1864
11769,42822A3280A,1,14320.0,603
11770,4282399945,1,0.0,925
11771,4282868b830,2,0.0,755
11772,428289A0334,1,29800.0,1545
11773,4282A0b0659,1,3300.0,1570
11774,4282b5666b2,1,19855.0,1209
11775,42830b9308,1,0.0,1367
11776,4283252b000,1,8300.0,1885
11777,4283459640,1,17005.0,1792
11778,4283480258,2,0.0,1
11779,4283839639,1,0.0,14
11780,4284432656,1,10833.43,1576
11781,42845359b8,2,6100.0,1916
11782,42845b2903,1,0.0,974
11783,42850b0693,1,0.0,639
11784,4285220334,1,0.0,1899
11785,42852536668,2,31100.0,689
11786,428648690b,1,0.0,982
11787,4286940632,1,0.0,2077
11788,428696b6b0,1,0.0,462
11789,4288359899A,2,4200.0,49
11790,4288AbA88Ab,1,0.0,393
11791,428905928bA,1,0.0,93
11792,42893602894,1,0.0,1211
11793,428990A6890,2,0.0,247
11794,428A8b53953,1,19855.0,473
11795,428A9496822,1,11430.0,261
11796,428b8958b8,1,24500.0,264
11797,428b9334b8,1,5533.5,188
11798,429080b8368,2,24789.0,2037
11799,4290b06835,1,0.0,2044
11800,429200005,1,4500.0,588
11801,4292402604,1,0.0,13
11802,42924325AA,1,0.0,1804
11803,429256AA842,1,0.0,519
11804,42926496850,2,43100.0,38
11805,4292968b8,1,20900.0,765
11806,4292b3592A,3,21690.0,124
11807,42932bb889b,1,30249.8,124
11808,429398b584b,2,0.0,168
11809,42943208850,1,0.0,189
11810,4294A249893,1,0.0,992
11811,42950A23864,1,36400.0,1983
11812,429536A60b,3,172914.24,2115
11813,42955AA42,1,6900.0,211
11814,4295699bA3,1,0.0,1962
11815,42960096649,1,24500.0,163
11816,42969859068,2,59099.43,1631
11817,42988888353,1,0.0,1752
11818,4298b3b608,1,20900.0,785
11819,4298b55509A,1,35010.0,1714
11820,4298b8A4A,1,0.0,1791
11821,42990036830,1,0.0,561
11822,429900b8835,2,0.0,79
11823,4299562909,1,0.0,1050
11824,4299A38A80,2,0.0,1870
11825,429A2A2b04,3,0.0,1693
11826,429A323603,1,0.0,1121
11827,429A48A6839,1,0.0,1695
11828,429Ab3A8848,1,4000.0,764
11829,429Ab83604,1,0.0,714
11830,429b4364268,1,4575.0,995
11831,42A029953b2,1,0.0,93
11832,42A068868A,1,22050.0,118
11833,42A06A9b8b0,1,0.0,882
11834,42A0A80A8Ab,1,0.0,569
11835,42A22b40604,2,0.0,63
11836,42A2330A05,1,22300.3,763
11837,42A2343b620,1,7750.0,1098
11838,42A239336,1,0.0,296
11839,42A286b6649,1,0.0,41
11840,42A29540953,1,0.0,1612
11841,42A30600808,1,36400.0,2018
11842,42A3245896,2,0.0,279
11843,42A38A9A249,1,0.0,544
11844,42A396A9b49,1,17010.0,1549
11845,42A3b2b025,2,0.0,92
11846,42A3bb94A6,1,0.0,881
11847,42A3bbA35,1,0.0,168
11848,42A40636864,1,0.0,1195
11849,42A44b95649,4,33782.020000000004,1952
11850,42A5343623,1,0.0,1720
11851,42A5389A2b2,1,0.0,973
11852,42A5AA24860,1,0.0,873
11853,42A5b3583A5,1,0.0,247
11854,42A65456886,1,14320.0,608
11855,42A66586953,1,0.0,2074
11856,42A6900AA9,2,8665.0,1568
11857,42A6b9A468b,1,0.0,805
11858,42A83938854,4,36184.0,104
11859,42A83b49b0,1,0.0,603
11860,42A85A09898,1,0.0,523
11861,42A8A8298A,5,0.0,242
11862,42A8b2698Ab,1,0.0,29
11863,42A990066b,1,11200.0,1692
11864,42A9982A838,1,0.0,13
11865,42A9A409806,1,0.0,191
11866,42AA44386,2,37265.0,2049
11867,42AA5bb8839,1,0.0,63
11868,42AA608b03,2,22610.0,1555
11869,42Ab042Ab5,5,0.0,126
11870,42Ab283b68b,1,0.0,2074
11871,42Ab340869,1,9100.0,1665
11872,42Ab66263b,1,13500.0,127
11873,42b05A8b82,2,0.0,76
11874,42b09A04b0,1,0.0,784
11875,42b0b986A0,1,15200.0,1674
11876,42b22bAA800,1,0.0,302
11877,42b3683989b,2,0.0,1735
11878,42b3b232805,1,0.0,932
11879,42b3bb293,1,25760.0,1432
11880,42b4340AbA,1,22500.0,742
11881,42b4583902,1,0.0,1000
11882,42b45A3530,1,3666.67,1822
11883,42b45b08864,2,0.0,42
11884,42b484884A5,1,3600.0,1525
11885,42b54b5A2b,1,0.0,1024
11886,42b5948483A,1,5500.0,420
11887,42b6285A866,1,4500.0,1373
11888,42b64850883,1,0.0,1477
11889,42b65bA4b20,2,0.0,216
11890,42b6AA66A9A,1,0.0,2108
11891,42b6bA48853,1,0.0,813
11892,42b8A02b200,1,34010.0,1601
11893,42b95809A0,1,0.0,232
11894,42b99b63Ab,2,23906.3,189
11895,42b9A259880,1,0.0,1386
11896,42b9b02b05,2,13425.0,988
11897,42b9b0b84b,1,20900.0,485
11898,42bA2396820,1,0.0,868
11899,42bA28340A,1,0.0,952
11900,42bA3b06A49,1,0.0,1743
11901,42bb28A3894,1,0.0,236
11902,42bb432A824,1,0.0,1194
11903,42bb4A364A5,1,0.0,1183
11904,42bb89bA858,1,0.0,380
11905,4300500622,2,68400.0,1526
11906,43005854825,1,35682.15,342
11907,43009550855,1,0.0,778
11908,4302455640,2,80500.0,1938
11909,43029455b5,1,0.0,426
11910,4302b20654,4,0.0,470
11911,43030564649,1,0.0,237
11912,430306A30A,1,31120.0,1778
11913,430344bA6A,1,0.0,1973
11914,4303800b838,2,0.0,1014
11915,4303822A830,1,0.0,842
11916,430389988bb,1,0.0,400
11917,43039A5955,1,0.0,1051
11918,43039Abb3b,1,18810.0,460
11919,4303bA5A900,1,0.0,888
11920,43042035840,1,0.0,1220
11921,4304252A869,1,0.0,714
11922,43044b6A22,2,5000.0,1328
11923,430458A2368,1,0.0,555
11924,43046b9082A,1,0.0,862
11925,43048868860,1,0.0,1184
11926,4304956b368,1,0.0,400
11927,43049680334,1,5310.0,1849
11928,4304A62b05,1,20900.0,916
11929,43050b2A8A2,1,0.0,896
11930,4305943A3A,1,7900.0,782
11931,4305bA6A863,1,0.0,342
11932,430623398b0,1,4365.0,307
11933,4306288b06,2,14000.0,793
11934,430643292,1,0.0,277
11935,43065A248b4,1,35682.15,338
11936,43068605822,2,0.0,294
11937,4306885bA2,1,0.0,1770
11938,4306A03b8A,2,8980.0,1181
11939,43080499b,1,0.0,623
11940,43082288839,1,0.0,488
11941,43082938809,1,0.0,267
11942,430854b68b3,1,0.0,23
11943,43089283AA5,1,20900.0,824
11944,4309b389822,1,0.0,191
11945,4309b5A68b5,1,36400.0,2123
11946,4309b936068,1,0.0,342
11947,430A2000534,1,0.0,134
11948,430A25AA890,1,0.0,1344
11949,430A5328034,1,0.0,1736
11950,430AA4AA034,1,20900.0,322
11951,430b000b5b,2,29095.5,524
11952,430b0848885,2,8330.0,525
11953,430b33Ab880,2,0.0,299
11954,430b5A50b20,1,0.0,1380
11955,430b842600,1,17000.0,2025
11956,432023A945,1,17000.0,839
11957,432080b596,1,0.0,124
11958,43222b4382b,1,0.0,1931
11959,432265465b,1,0.0,446
11960,432294948b3,1,0.0,946
11961,4323095A98,1,0.0,1158
11962,43239b06253,1,9500.0,856
11963,43246A068A9,1,0.0,274
11964,43246b29b0,1,0.0,2063
11965,4325322698,1,0.0,1746
11966,432534A4809,1,0.0,1371
11967,4325363963,1,0.0,1786
11968,4325404406,1,0.0,1224
11969,4325A5498A2,1,35682.15,414
11970,4325b5258bb,1,0.0,882
11971,43268bA4A53,1,38100.0,2039
11972,4326b9bA934,1,20900.0,333
11973,4328042b85A,1,4160.0,1106
11974,43280884A6,1,37981.0,799
11975,432830328b4,1,27063.0,283
11976,43286903884,1,0.0,1190
11977,43292628865,1,14320.0,463
11978,4329289954,1,0.0,1736
11979,4329804A58,1,35010.0,1743
11980,432A306A6b,1,0.0,518
11981,432A684943,1,0.0,1381
11982,432A692962,1,0.0,1818
11983,432b0646A00,2,15750.0,449
11984,432b36A666,1,0.0,1926
11985,432b5bA636,1,0.0,229
11986,4330225662,1,4600.0,1574
11987,43302526865,1,0.0,412
11988,43303935904,1,0.0,548
11989,433042060,1,34358.32,1606
11990,4330446b823,1,0.0,882
11991,433044A0805,1,0.0,874
11992,43304b39840,1,0.0,882
11993,4330649608,1,0.0,283
11994,433235408b5,2,38650.0,1000
11995,4332A55A8A0,1,35682.15,447
11996,4332b085803,1,38650.0,1270
11997,4332b944865,2,30920.0,533
11998,4333094909,1,0.0,615
11999,4333344956,2,0.0,957
12000,4333Ab8924,1,0.0,36
12001,43340586802,1,0.0,190
12002,433440260b,2,0.0,944
12003,4335533A0A5,1,20900.0,1090
12004,43356A58848,1,0.0,99
12005,433592b452,1,35010.0,1469
12006,4335b60A4,1,0.0,582
12007,433668b2A8b,2,17220.0,1969
12008,433823A238b,2,64862.5,233
12009,43382A2608b,3,43653.0,168
12010,43383A06500,1,5605.0,2016
12011,4338525690,1,0.0,2007
12012,433903082A,1,0.0,89
12013,4339385360,1,31120.0,1545
12014,433960AA368,1,23275.0,214
12015,433A28A00,4,12500.0,1552
12016,433A3664806,1,0.0,1486
12017,433A56A5268,1,0.0,1735
12018,433A9A0628b,1,0.0,825
12019,433b205659,1,10833.43,1575
12020,433b85b648,1,0.0,484
12021,433b9A4A3b2,1,36941.52,589
12022,4342420AbA5,1,0.0,1479
12023,43426b2bA53,4,0.0,352
12024,4342A0b65A,1,0.0,1911
12025,4342AA052,1,5490.0,846
12026,43434045368,1,5865.0,474
12027,434395b38A8,1,0.0,91
12028,434435A48bA,1,0.0,291
12029,434488A605,1,0.0,1351
12030,43449034200,1,2598.75,79
12031,4344bAA94b,3,2700.0,1351
12032,43452024A8,2,27760.0,805
12033,43465320808,1,38390.4,51
12034,4346859682,1,0.0,2009
12035,4346A92564,2,0.0,79
12036,4346b8A4034,2,41750.0,440
12037,43480594620,1,0.0,575
12038,434806b65A,1,0.0,411
12039,434822b0805,1,0.0,1503
12040,43490b82828,1,0.0,873
12041,4349203559,1,5900.0,1616
12042,4349A6b650,1,10833.43,1561
12043,434A092898b,2,25800.0,338
12044,434A2b35825,2,0.0,570
12045,434A33A98Ab,1,0.0,650
12046,434A558A888,1,0.0,22
12047,434AA40A4,1,16800.0,505
12048,434b086660,1,0.0,1524
12049,434bA234004,1,34290.0,2021
12050,434bA6b903,1,1500.0,350
12051,434bbA9388A,1,0.0,475
12052,43500560334,1,0.0,421
12053,435026948bb,2,0.0,79
12054,43504493A,2,57800.0,1652
12055,43509444604,1,0.0,712
12056,4352860999,2,38100.0,533
12057,4352886955,1,36400.0,1945
12058,4352992A866,1,37346.0,1713
12059,4353440306,1,0.0,553
12060,4353Ab33320,1,0.0,259
12061,4353b263b4,1,31198.4,123
12062,4353bb906,1,0.0,216
12063,435460056,1,4702.5,160
12064,4354689b90,1,0.0,1483
12065,4354694b94,1,0.0,985
12066,43546A4286A,1,0.0,642
12067,4354b64A802,1,0.0,570
12068,43555845268,1,0.0,93
12069,435568A9A2,1,0.0,76
12070,43556AA98AA,1,0.0,1008
12071,4355AA4686A,1,24266.67,1513
12072,4355b8448b0,1,41979.0,305
12073,43562525869,1,0.0,860
12074,4356289Ab0,1,0.0,251
12075,435629A905,1,0.0,488
12076,43564A8b5A,1,0.0,55
12077,43568202824,1,0.0,1213
12078,435688A56b2,1,0.0,469
12079,4356A6A6A00,1,0.0,1133
12080,4356b455826,1,0.0,1077
12081,4358263950,1,0.0,873
12082,43586086806,1,4200.0,146
12083,4358A46368b,2,13695.75,21
12084,4359464bAA,1,0.0,40
12085,4359545A856,1,33611.4,1829
12086,43595b465b,1,0.0,1650
12087,4359A3532b2,1,41080.0,1751
12088,435A39b38A,1,0.0,1692
12089,435A6AAA895,2,35477.75,1164
12090,435A949A800,1,0.0,562
12091,435Ab9A969A,1,0.0,1183
12092,435b243bA8,1,5400.0,1625
12093,435b943469A,4,66851.32,250
12094,43602A34Ab2,1,0.0,1162
12095,43605400604,4,28900.0,1512
12096,43620092800,1,0.0,190
12097,4362030b865,1,0.0,562
12098,436205b692,1,0.0,1008
12099,436350A6268,2,24920.0,183
12100,4363A3608A9,2,8075.0,555
12101,4363AbA685,1,0.0,1741
12102,43640A330b2,1,4455.0,167
12103,436425A4880,3,0.0,28
12104,43643426A0,1,0.0,1951
12105,43644636bA,1,10833.43,1570
12106,4364566993,1,38900.0,1559
12107,43648bb0A8b,1,13230.0,2023
12108,43653b90b,1,0.0,279
12109,436563088A,2,15743.0,83
12110,4365638432,1,0.0,154
12111,43656429b9,2,0.0,61
12112,4365666380b,1,0.0,174
12113,43659A9954,1,12700.0,232
12114,43662bb328b,1,0.0,1353
12115,436684A886A,1,15215.0,390
12116,436696b626,1,0.0,1890
12117,4366992582A,1,48000.0,589
12118,4366A2A603,1,14320.0,532
12119,43684238600,1,0.0,460
12120,43688b30682,3,100596.14,1729
12121,436948A8804,1,4500.0,747
12122,436A3586053,1,4100.0,1478
12123,436A4666883,1,30920.0,1147
12124,436A8AA423,1,0.0,1484
12125,436A99Ab3A,2,4200.0,138
12126,436Ab08b892,1,0.0,478
12127,436b560368b,1,0.0,553
12128,436b846539,1,0.0,1218
12129,4380256b900,1,0.0,1427
12130,4380A2bb020,1,0.0,1373
12131,4382043883A,1,0.0,191
12132,4382664390,1,33337.5,1983
12133,4382b35b934,1,0.0,1997
12134,4383204AbA,4,0.0,358
12135,43834568805,1,0.0,1372
12136,43835338846,1,0.0,191
12137,43839b6A824,1,0.0,190
12138,4384599625,1,0.0,866
12139,43848A28845,2,0.0,42
12140,438524808b6,1,10965.0,236
12141,43852840244,3,0.0,517
12142,438565002,1,4950.0,128
12143,4385b833300,1,4500.0,390
12144,4386420b46,1,0.0,1972
12145,43866Abb8b9,1,0.0,863
12146,4386858652,1,0.0,484
12147,43888690b49,1,0.0,1953
12148,4388A45335,1,0.0,869
12149,4389994956,1,38100.0,1889
12150,4389b2465b,1,0.0,2009
12151,438A50A4620,2,18810.0,513
12152,438A6A4A60,1,38900.0,1598
12153,438A959A40,1,0.0,426
12154,438Abb3802,1,0.0,553
12155,438b80b954,1,0.0,1113
12156,438b85A503,1,39980.0,1044
12157,438b963883b,1,0.0,951
12158,438b9b6A8b6,1,0.0,1557
12159,438bA950025,1,0.0,2003
12160,43908A23860,1,6300.0,1597
12161,439222238A8,1,0.0,83
12162,43923594844,1,0.0,296
12163,43924A23004,1,0.0,1742
12164,439254990,1,0.0,1540
12165,4392A2258Ab,1,0.0,876
12166,4393235568b,2,0.0,1016
12167,43932455800,2,35944.5,531
12168,4393b96608,3,25326.0,282
12169,43940b53866,1,0.0,953
12170,4394b43966,1,23655.0,1974
12171,439590043b,1,0.0,2086
12172,4395926665,2,27853.35,2025
12173,43959440b82,1,2992.0,1121
12174,43962496b5,1,0.0,398
12175,439625b34A,1,6498.0,118
12176,4396668A803,1,0.0,134
12177,43969AA0840,1,0.0,1195
12178,4398565906,1,0.0,1202
12179,43986480463,1,4200.0,2000
12180,4398A3928Ab,1,0.0,875
12181,4398A80A0,1,0.0,254
12182,4398AA0828,1,28720.0,35
12183,4399330309,1,0.0,1736
12184,43995608A9A,1,0.0,7
12185,43998b43Ab,1,0.0,709
12186,439A568A8b3,1,33611.4,1737
12187,439b065A36,1,22500.0,742
12188,439b63b938b,1,36972.0,1665
12189,43A03A3396,1,5310.0,1602
12190,43A0830A02,1,5700.0,1285
12191,43A2032b859,1,0.0,562
12192,43A25Ab2829,1,24300.0,476
12193,43A263298b0,1,39980.0,996
12194,43A26A80892,1,0.0,882
12195,43A280A8863,1,0.0,544
12196,43A2A48830,1,0.0,1546
12197,43A30b0982b,4,48692.5,188
12198,43A326bb,4,31805.0,1590
12199,43A384b626,1,31400.0,1674
12200,43A3903399,1,39980.0,1191
12201,43A3b0b964,2,0.0,532
12202,43A3b30605,3,50972.65,30
12203,43A426830A,1,0.0,640
12204,43A42889A4,2,0.0,1723
12205,43A54536b6,1,0.0,1232
12206,43A5454648,2,11600.0,75
12207,43A554A885,1,0.0,961
12208,43A56A65832,1,0.0,1225
12209,43A5A6A209A,1,0.0,1504
12210,43A602A2220,1,0.0,1570
12211,43A60859304,1,3500.0,1826
12212,43A6406469A,1,0.0,337
12213,43A6955985,1,0.0,1856
12214,43A85358864,1,0.0,642
12215,43A88842520,2,0.0,1216
12216,43A8906Ab5,1,0.0,286
12217,43A9208692,2,11381.0,961
12218,43A963665A,2,34211.42,530
12219,43A96620832,1,0.0,463
12220,43A993A30,1,0.0,1568
12221,43AA4b6A836,1,0.0,976
12222,43AA6562890,1,0.0,489
12223,43AAbA30888,1,4125.0,806
12224,43Ab38338A3,3,0.0,246
12225,43Abb0A383b,1,29830.0,1602
12226,43Abb44988,1,0.0,929
12227,43b04A583b2,1,20900.0,513
